Price,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,
2025-10-14 01:00:00+00:00,114383.4296875,115075.4296875,114242.4375,115052.53125,0
2025-10-14 02:00:00+00:00,113828.171875,114372.34375,113780.984375,114360.046875,0
2025-10-14 03:00:00+00:00,113584.578125,113761.1875,113391.9375,113692.890625,3134038016
2025-10-14 04:00:00+00:00,113098.4765625,113643.34375,112977.9140625,113622.3671875,0
2025-10-14 05:00:00+00:00,112516.3984375,113688.5078125,112516.3984375,113129.8828125,22880256
2025-10-14 06:00:00+00:00,112004.890625,112765.2734375,111697.3828125,112551.59375,4713373696
2025-10-14 07:00:00+00:00,111616.8203125,112240.1484375,111616.8203125,112083.34375,0
2025-10-14 08:00:00+00:00,111930.25,112216.0859375,111664.53125,111796.984375,2721259520
2025-10-14 09:00:00+00:00,111366.0859375,112075.796875,111207.609375,111895.5546875,0
2025-10-14 10:00:00+00:00,110729.0234375,111374.0859375,110187.1484375,111374.0859375,4637810688
2025-10-14 11:00:00+00:00,111449.859375,111670.359375,110722.8203125,110722.8203125,0
2025-10-14 12:00:00+00:00,110855.2265625,111430.3046875,110855.2265625,111430.3046875,0
2025-10-14 13:00:00+00:00,110940.8671875,111313.6796875,110034.8671875,110885.3203125,827686912
2025-10-14 14:00:00+00:00,111547.5703125,112173.921875,111115.9921875,111115.9921875,552673280
2025-10-14 15:00:00+00:00,112735.875,112800.46875,111194.8359375,111547.296875,1745027072
2025-10-14 16:00:00+00:00,112341.484375,113178.6953125,112341.484375,112944.9140625,3942735872
2025-10-14 17:00:00+00:00,112859.0078125,112927.9296875,111937.3125,112184.21875,2658320384
2025-10-14 18:00:00+00:00,112831.9140625,113507.0,112743.2890625,112853.375,1191550976
2025-10-14 19:00:00+00:00,112671.1171875,113515.8671875,112170.1484375,112985.8046875,1630838784
2025-10-14 20:00:00+00:00,112983.46875,112992.75,112367.9140625,112735.984375,455106560
2025-10-14 21:00:00+00:00,113172.546875,113172.546875,112793.8828125,113034.40625,34611200
2025-10-14 22:00:00+00:00,113259.671875,113579.2890625,112958.84375,113258.609375,1185120256
2025-10-14 23:00:00+00:00,113112.265625,113546.65625,113112.265625,113256.359375,267345920
2025-10-15 00:00:00+00:00,113029.125,113128.6953125,112692.0234375,113084.546875,1613799424
2025-10-15 01:00:00+00:00,112780.7890625,113031.4140625,112437.3671875,113031.4140625,0
2025-10-15 02:00:00+00:00,112910.1171875,113559.046875,112756.0,112785.1796875,0
2025-10-15 03:00:00+00:00,112090.5078125,112916.59375,111919.59375,112916.59375,0
2025-10-15 04:00:00+00:00,112397.875,112496.109375,111891.453125,112084.0703125,1277566976
2025-10-15 05:00:00+00:00,112474.53125,112692.6484375,112285.5234375,112406.2578125,0
2025-10-15 06:00:00+00:00,112438.4921875,112596.9921875,111979.2890625,112488.796875,0
2025-10-15 07:00:00+00:00,112611.09375,112614.3984375,112370.0,112493.9609375,0
2025-10-15 08:00:00+00:00,113079.984375,113538.0859375,112617.3046875,112617.3046875,1532633088
2025-10-15 09:00:00+00:00,112552.3359375,113139.46875,112507.5,112975.4609375,0
2025-10-15 10:00:00+00:00,112320.5703125,112717.0390625,112287.9921875,112606.0859375,0
2025-10-15 11:00:00+00:00,111992.0859375,112675.7109375,111979.078125,112349.03125,0
2025-10-15 12:00:00+00:00,111745.390625,112175.3203125,111564.7109375,112006.828125,0
2025-10-15 13:00:00+00:00,111505.1640625,111996.7734375,110930.3359375,111790.1015625,0
2025-10-15 14:00:00+00:00,111120.3515625,112285.265625,110953.421875,111505.421875,529956864
2025-10-15 15:00:00+00:00,110767.4765625,111506.2421875,110514.671875,111168.921875,631078912
2025-10-15 16:00:00+00:00,110832.7734375,111115.53125,110717.375,110846.453125,0
2025-10-15 17:00:00+00:00,111173.7421875,111173.7421875,110322.578125,110768.28125,0
2025-10-15 18:00:00+00:00,111540.3515625,111540.3515625,110893.265625,111201.7890625,0
2025-10-15 19:00:00+00:00,111323.5,111579.328125,111155.2890625,111404.9765625,0
2025-10-15 20:00:00+00:00,111183.8125,111586.4296875,110637.09375,111416.5859375,0
2025-10-15 21:00:00+00:00,110848.7265625,111481.75,110655.09375,111168.546875,1439940608
2025-10-15 22:00:00+00:00,110753.5703125,111402.1015625,110753.5703125,110918.046875,0
2025-10-15 23:00:00+00:00,110777.1171875,111024.984375,110655.4921875,110748.9140625,0
2025-10-16 00:00:00+00:00,110514.671875,110848.1484375,110431.5078125,110797.3046875,0
2025-10-16 01:00:00+00:00,111306.3125,111306.3125,110549.609375,110549.609375,224493568
2025-10-16 02:00:00+00:00,111569.546875,111588.0625,111110.1015625,111404.0625,0
2025-10-16 03:00:00+00:00,111498.2890625,111869.2265625,111498.2890625,111566.3203125,168927232
2025-10-16 04:00:00+00:00,111059.0703125,111685.75,110892.71875,111399.859375,0
2025-10-16 05:00:00+00:00,110976.796875,111447.7578125,110820.6015625,111036.0,934944768
2025-10-16 06:00:00+00:00,111698.4765625,111718.0390625,110997.453125,110997.453125,0
2025-10-16 07:00:00+00:00,110613.65625,111785.5703125,110613.65625,111748.5703125,1881128960
2025-10-16 08:00:00+00:00,110851.3828125,110898.703125,110497.6484375,110658.0859375,0
2025-10-16 09:00:00+00:00,111173.625,111601.421875,109752.9921875,110862.6484375,3142836224
2025-10-16 10:00:00+00:00,111498.1640625,111677.578125,111083.8515625,111195.3828125,1613307904
2025-10-16 11:00:00+00:00,111442.0859375,111550.84375,111122.9921875,111513.625,0
2025-10-16 12:00:00+00:00,111656.5078125,111955.5625,111417.0,111453.734375,0
2025-10-16 13:00:00+00:00,110916.8515625,111585.7109375,110916.8515625,111585.7109375,0
2025-10-16 14:00:00+00:00,110598.7578125,111424.1953125,109912.7265625,110934.3359375,1286307840
2025-10-16 15:00:00+00:00,108513.4296875,110777.6796875,108513.4296875,110596.9140625,2175279104
2025-10-16 16:00:00+00:00,109117.1796875,109117.1796875,107662.375,108400.109375,6571524096
2025-10-16 17:00:00+00:00,108371.15625,109192.921875,108328.890625,109057.015625,1557315584
2025-10-16 18:00:00+00:00,108595.625,108648.046875,107810.6953125,108333.0,2486951936
2025-10-16 19:00:00+00:00,108295.9609375,108719.4765625,107800.3984375,108621.8984375,2585051136
2025-10-16 20:00:00+00:00,107785.3203125,108355.28125,107554.3515625,108226.6484375,507125760
2025-10-16 21:00:00+00:00,108437.5390625,108462.453125,107693.546875,107945.9375,0
2025-10-16 22:00:00+00:00,107827.1796875,108462.359375,107827.1796875,108462.359375,1112309760
2025-10-16 23:00:00+00:00,108148.265625,108332.125,107826.5,107840.515625,432857088
2025-10-17 00:00:00+00:00,108791.6171875,108791.6171875,108016.4140625,108202.9140625,448225280
2025-10-17 01:00:00+00:00,108800.3828125,109108.3984375,108570.8125,108784.2578125,0
2025-10-17 02:00:00+00:00,108994.234375,108994.234375,108430.0859375,108827.34375,0
2025-10-17 03:00:00+00:00,109190.796875,109190.796875,108946.328125,108997.2109375,0
2025-10-17 04:00:00+00:00,108875.359375,109204.953125,108838.296875,109162.640625,0
2025-10-17 05:00:00+00:00,108397.3515625,108903.6015625,108362.2734375,108802.453125,166879232
2025-10-17 06:00:00+00:00,106829.078125,108483.671875,106756.265625,108447.1015625,3957669888
2025-10-17 07:00:00+00:00,105566.015625,106878.375,105566.015625,106777.46875,4914634752
2025-10-17 08:00:00+00:00,104993.2890625,105606.0078125,104812.8984375,105586.390625,7350771712
2025-10-17 09:00:00+00:00,104749.2890625,105574.1953125,104749.2890625,104886.5859375,48611328
2025-10-17 10:00:00+00:00,104708.3984375,104781.9765625,103598.4296875,104606.5078125,4809793536
2025-10-17 11:00:00+00:00,105670.03125,106356.6875,104678.703125,104751.8125,4848812032
2025-10-17 12:00:00+00:00,105347.0078125,106032.640625,105291.703125,105673.28125,877633536
2025-10-17 13:00:00+00:00,105868.1171875,106078.640625,104993.9921875,105364.015625,2296430592
2025-10-17 14:00:00+00:00,105164.78125,106002.953125,104678.1875,105744.8671875,9904128
2025-10-17 15:00:00+00:00,106720.640625,106720.640625,105158.375,105162.421875,0
2025-10-17 16:00:00+00:00,106409.6640625,107397.3359375,106290.46875,106816.984375,0
2025-10-17 17:00:00+00:00,106415.6171875,106679.0078125,106113.7265625,106403.1875,0
2025-10-17 18:00:00+00:00,106619.484375,107067.90625,106464.6328125,106464.6328125,0
2025-10-17 19:00:00+00:00,106490.15625,106887.390625,106332.25,106668.90625,0
2025-10-17 20:00:00+00:00,107090.890625,107180.9765625,106410.296875,106490.46875,0
2025-10-17 21:00:00+00:00,107422.1171875,107451.2421875,107058.65625,107058.65625,2282635264
2025-10-17 22:00:00+00:00,107036.96875,107437.015625,106927.71875,107372.5625,0
2025-10-17 23:00:00+00:00,106447.984375,107037.140625,106447.984375,107037.140625,0
2025-10-18 00:00:00+00:00,106839.5078125,106867.1328125,106389.5859375,106474.34375,0
2025-10-18 01:00:00+00:00,107226.515625,107325.6796875,106881.3828125,106881.4453125,0
2025-10-18 02:00:00+00:00,106634.8984375,107321.0078125,106543.8046875,107195.0703125,0
2025-10-18 03:00:00+00:00,107104.234375,107147.390625,106647.5703125,106647.5703125,2848522240
2025-10-18 04:00:00+00:00,106538.7421875,107132.2421875,106489.4140625,107132.2421875,327884800
2025-10-18 05:00:00+00:00,106892.75,106892.75,106529.8828125,106529.8828125,0
2025-10-18 06:00:00+00:00,106941.203125,106968.1015625,106789.03125,106864.5390625,0
2025-10-18 07:00:00+00:00,106715.453125,107480.40625,106715.453125,106912.5,0
2025-10-18 08:00:00+00:00,106828.34375,106990.3203125,106696.1328125,106729.1328125,0
2025-10-18 09:00:00+00:00,106957.3359375,106982.328125,106719.7421875,106770.5546875,0
2025-10-18 10:00:00+00:00,106907.546875,107172.78125,106853.3359375,106957.046875,0
2025-10-18 11:00:00+00:00,107150.34375,107150.34375,106815.1953125,106960.1484375,0
2025-10-18 12:00:00+00:00,107113.609375,107340.984375,107029.65625,107252.15625,0
2025-10-18 13:00:00+00:00,106933.453125,107130.4453125,106879.234375,107118.1171875,0
2025-10-18 14:00:00+00:00,107053.375,107085.84375,106825.15625,106938.828125,0
2025-10-18 15:00:00+00:00,106986.8203125,107179.078125,106882.28125,107048.1328125,0
2025-10-18 16:00:00+00:00,106711.03125,107070.8046875,106569.609375,106987.2265625,0
2025-10-18 17:00:00+00:00,106879.75,106999.3203125,106658.4375,106702.6015625,0
2025-10-18 18:00:00+00:00,106875.0859375,106930.328125,106768.40625,106914.21875,0
2025-10-18 19:00:00+00:00,107077.109375,107101.359375,106839.34375,106888.09375,0
2025-10-18 20:00:00+00:00,107101.7578125,107319.8984375,107062.7734375,107109.1328125,0
2025-10-18 21:00:00+00:00,107259.7421875,107259.7421875,106914.9453125,107072.9296875,0
2025-10-18 22:00:00+00:00,107154.71875,107314.3359375,107130.1484375,107227.1328125,0
2025-10-18 23:00:00+00:00,107171.265625,107219.0625,107058.2890625,107156.484375,2621440
2025-10-19 00:00:00+00:00,106927.3671875,107256.140625,106789.046875,107198.890625,0
2025-10-19 01:00:00+00:00,106978.265625,107013.8828125,106805.90625,106925.4609375,0
2025-10-19 02:00:00+00:00,106883.4921875,107009.6796875,106844.8125,106978.3671875,0
2025-10-19 03:00:00+00:00,107303.8828125,107332.8828125,106838.21875,106879.40625,0
2025-10-19 04:00:00+00:00,107089.7578125,107312.4609375,107045.6875,107312.4609375,1127974912
2025-10-19 05:00:00+00:00,106891.5625,107190.328125,106846.7578125,107081.7890625,0
2025-10-19 06:00:00+00:00,106794.0546875,106948.8828125,106624.8125,106915.78125,0
2025-10-19 07:00:00+00:00,106802.0234375,106948.7421875,106742.5625,106796.140625,0
2025-10-19 08:00:00+00:00,106496.453125,107201.1640625,106330.5,106808.8203125,0
2025-10-19 09:00:00+00:00,107507.3671875,107801.8046875,106160.3671875,106479.8515625,3791726592
2025-10-19 10:00:00+00:00,107853.875,107874.296875,107361.7890625,107610.671875,2346465280
2025-10-19 11:00:00+00:00,107820.734375,108231.453125,107700.890625,107881.9765625,1177362432
2025-10-19 12:00:00+00:00,107621.125,107843.1640625,107522.296875,107815.2109375,1595830272
2025-10-19 13:00:00+00:00,108128.6953125,108172.75,107441.4375,107620.625,521682944
2025-10-19 14:00:00+00:00,108495.65625,108516.6484375,107957.03125,108111.1796875,1952665600
2025-10-19 15:00:00+00:00,108495.3125,108603.8984375,108375.015625,108489.3515625,1463091200
2025-10-19 16:00:00+00:00,108689.4921875,108921.3125,108308.46875,108542.15625,0
2025-10-19 17:00:00+00:00,109152.265625,109414.875,108672.3359375,108672.3359375,1454657536
2025-10-19 18:00:00+00:00,109434.1015625,109479.828125,109120.171875,109173.125,626577408
2025-10-19 19:00:00+00:00,108965.1953125,109440.5625,108866.5546875,109440.5625,1745555456
2025-10-19 20:00:00+00:00,108923.40625,109011.171875,108883.03125,108961.015625,750612480
2025-10-19 21:00:00+00:00,108770.0078125,108916.6875,108673.078125,108916.6875,34361344
